userCurrent_stack,userCurrent_name,userCurrent_pass,userCurrent_ai,userCurrent_room,userCurrent_socketid,userCurrent_p.$numberInt,userCurrent_skull.$numberInt,userCurrent_rose.$numberInt,userCurrent_boardRose.$numberInt,userCurrent_boardSkull.$numberInt,userCurrent_bid.$numberInt,userCurrent_win.$numberInt,userOthers0_stack,userOthers0_name,userOthers0_pass,userOthers0_ai,userOthers0_room,userOthers0_socketid,userOthers0__id.$oid,userOthers0_p.$numberInt,userOthers0_skull.$numberInt,userOthers0_rose.$numberInt,userOthers0_boardRose.$numberInt,userOthers0_boardSkull.$numberInt,userOthers0_bid.$numberInt,userOthers0_win.$numberInt,userOthers1_stack,userOthers1_name,userOthers1_pass,userOthers1_ai,userOthers1_room,userOthers1_socketid,userOthers1__id.$oid,userOthers1_p.$numberInt,userOthers1_skull.$numberInt,userOthers1_rose.$numberInt,userOthers1_boardRose.$numberInt,userOthers1_boardSkull.$numberInt,userOthers1_bid.$numberInt,userOthers1_win.$numberInt,userState_win,userState_minBid.$numberInt,userState_maxBid.$numberInt,userState_turnType.$numberInt,userState_turnChoice.$numberInt,userState_bidChoice.$numberInt,userState_bidAmt.$numberInt,userState_selection.$numberInt
"['rose', 'rose', 'rose']",future-donkey,False,True,g,future-donkey,1,1,3,3,0,7,0,"['skull', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe4be,0,1,3,1,1,6,0,"['rose', 'rose']",large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe4bd,2,1,3,2,0,2,0,True,0,0,3,0,0,0,1
"['rose', 'rose']",future-donkey,False,True,g,future-donkey,1,1,3,3,0,6,0,"['skull', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe4c1,0,1,3,1,1,6,0,"['rose', 'rose']",large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe4c0,2,1,3,2,0,2,0,True,0,0,3,0,0,0,1
['rose'],future-donkey,False,True,g,future-donkey,1,1,3,3,0,5,0,"['skull', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe4c4,0,1,3,1,1,6,0,"['rose', 'rose']",large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe4c3,2,1,3,2,0,2,0,True,0,0,3,0,0,0,1
[],future-donkey,False,True,g,future-donkey,1,1,3,3,0,4,0,"['skull', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe4c7,0,1,3,1,1,6,0,"['rose', 'rose']",large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe4c6,2,1,3,2,0,2,0,True,0,0,3,0,0,0,2
[],future-donkey,False,True,g,future-donkey,1,1,3,3,0,3,0,"['skull', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe4ca,0,1,3,1,1,6,0,['rose'],large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe4c9,2,1,3,2,0,2,0,True,0,0,3,0,0,0,0
[],future-donkey,False,True,g,future-donkey,1,1,3,3,0,2,0,['skull'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe4cd,0,1,3,1,1,6,0,['rose'],large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe4cc,2,1,3,2,0,2,0,True,0,0,3,0,0,0,0
[],future-donkey,False,True,g,future-donkey,1,1,2,0,0,0,0,[],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe4d0,0,1,3,0,0,0,0,[],large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe4cf,2,1,3,0,0,0,0,True,0,0,1,2,0,0,99
[],large-support,False,True,g,large-support,2,1,3,0,0,0,0,[],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe4d3,0,1,3,0,0,0,0,['rose'],future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe4d2,1,1,2,1,0,0,0,False,0,0,1,1,0,0,99
[],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,0,1,3,0,0,0,0,['rose'],future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe4d6,1,1,2,1,0,0,0,['skull'],large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe4d5,2,1,3,0,1,0,0,False,0,0,1,2,0,0,99
['rose'],future-donkey,False,True,g,future-donkey,1,1,2,1,0,0,0,['rose'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe4d9,0,1,3,1,0,0,0,['skull'],large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe4d8,2,1,3,0,1,0,0,True,0,0,1,1,0,0,99
['skull'],large-support,False,True,g,large-support,2,1,3,0,1,0,0,['rose'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe4dc,0,1,3,1,0,0,0,"['rose', 'skull']",future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe4db,1,1,2,1,1,0,0,False,0,0,1,2,0,0,99
['rose'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,0,1,3,1,0,0,0,"['rose', 'skull']",future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe4df,1,1,2,1,1,0,0,"['skull', 'rose']",large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe4de,2,1,3,1,1,0,0,False,0,0,1,2,0,0,99
"['rose', 'skull']",future-donkey,False,True,g,future-donkey,1,1,2,1,1,0,0,"['rose', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe4e2,0,1,3,2,0,0,0,"['skull', 'rose']",large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe4e1,2,1,3,1,1,0,0,True,0,0,1,2,0,0,99
"['skull', 'rose']",large-support,False,True,g,large-support,2,1,3,1,1,0,0,"['rose', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe4e5,0,1,3,2,0,0,0,"['rose', 'skull', 'rose']",future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe4e4,1,1,2,2,1,0,0,False,0,0,1,2,0,0,99
"['rose', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,0,1,3,2,0,0,0,"['rose', 'skull', 'rose']",future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe4e8,1,1,2,2,1,0,0,"['skull', 'rose', 'rose']",large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe4e7,2,1,3,2,1,0,0,False,0,0,1,3,0,0,99
"['rose', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,0,1,3,2,0,0,0,"['rose', 'skull', 'rose']",future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe4eb,1,1,2,2,1,0,0,"['skull', 'rose', 'rose']",large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe4ea,2,1,3,2,1,0,0,False,1,8,2,0,1,7,99
"['rose', 'skull', 'rose']",future-donkey,False,True,g,future-donkey,1,1,2,2,1,0,0,"['rose', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe4ee,0,1,3,2,0,7,0,"['skull', 'rose', 'rose']",large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe4ed,2,1,3,2,1,0,0,True,8,8,2,0,1,8,99
"['rose', 'skull', 'rose']",future-donkey,False,True,g,future-donkey,1,1,2,2,1,8,0,"['rose', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe4f1,0,1,3,2,0,7,0,"['skull', 'rose', 'rose']",large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe4f0,2,1,3,2,1,0,0,True,0,0,3,0,0,0,1
"['rose', 'skull']",future-donkey,False,True,g,future-donkey,1,1,2,2,1,7,0,"['rose', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe4f4,0,1,3,2,0,7,0,"['skull', 'rose', 'rose']",large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe4f3,2,1,3,2,1,0,0,True,0,0,3,0,0,0,1
[],future-donkey,False,True,g,future-donkey,1,0,2,0,0,0,0,[],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe4f7,0,1,3,0,0,0,0,[],large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe4f6,2,1,3,0,0,0,0,True,0,0,1,2,0,0,99
[],large-support,False,True,g,large-support,2,1,3,0,0,0,0,[],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe4fa,0,1,3,0,0,0,0,['rose'],future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe4f9,1,0,2,1,0,0,0,False,0,0,1,2,0,0,99
[],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,0,1,3,0,0,0,0,['rose'],future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe4fd,1,0,2,1,0,0,0,['rose'],large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe4fc,2,1,3,1,0,0,0,False,0,0,1,2,0,0,99
['rose'],future-donkey,False,True,g,future-donkey,1,0,2,1,0,0,0,['rose'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe500,0,1,3,1,0,0,0,['rose'],large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe4ff,2,1,3,1,0,0,0,True,0,0,1,2,0,0,99
['rose'],large-support,False,True,g,large-support,2,1,3,1,0,0,0,['rose'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe503,0,1,3,1,0,0,0,"['rose', 'rose']",future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe502,1,0,2,2,0,0,0,False,0,0,1,1,0,0,99
['rose'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,0,1,3,1,0,0,0,"['rose', 'rose']",future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe506,1,0,2,2,0,0,0,"['rose', 'skull']",large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe505,2,1,3,1,1,0,0,False,0,0,1,2,0,0,99
"['rose', 'rose']",future-donkey,False,True,g,future-donkey,1,0,2,2,0,0,0,"['rose', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe509,0,1,3,2,0,0,0,"['rose', 'skull']",large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe508,2,1,3,1,1,0,0,True,0,0,1,3,0,0,99
"['rose', 'rose']",future-donkey,False,True,g,future-donkey,1,0,2,2,0,0,0,"['rose', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe50c,0,1,3,2,0,0,0,"['rose', 'skull']",large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe50b,2,1,3,1,1,0,0,True,1,6,2,0,1,5,99
"['rose', 'skull']",large-support,False,True,g,large-support,2,1,3,1,1,0,0,"['rose', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe50f,0,1,3,2,0,0,0,"['rose', 'rose']",future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe50e,1,0,2,2,0,5,0,False,6,6,2,0,2,0,99
"['rose', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,0,1,3,2,0,0,0,"['rose', 'rose']",future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe512,1,0,2,2,0,5,0,"['rose', 'skull']",large-support,True,True,g,large-support,5e0e0edbd8e24ee026fbe511,2,1,3,1,1,0,0,False,6,6,2,0,1,6,99
"['rose', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,0,1,3,2,0,6,0,"['rose', 'rose']",future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe515,1,0,2,2,0,5,0,"['rose', 'skull']",large-support,True,True,g,large-support,5e0e0edbd8e24ee026fbe514,2,1,3,1,1,0,0,False,0,0,3,0,0,0,0
['rose'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,0,1,3,2,0,5,0,"['rose', 'rose']",future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe518,1,0,2,2,0,5,0,"['rose', 'skull']",large-support,True,True,g,large-support,5e0e0edbd8e24ee026fbe517,2,1,3,1,1,0,0,False,0,0,3,0,0,0,0
[],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,0,1,3,2,0,4,0,"['rose', 'rose']",future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe51b,1,0,2,2,0,5,0,"['rose', 'skull']",large-support,True,True,g,large-support,5e0e0edbd8e24ee026fbe51a,2,1,3,1,1,0,0,False,0,0,3,0,0,0,1
[],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,0,1,3,2,0,3,0,['rose'],future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe51e,1,0,2,2,0,5,0,"['rose', 'skull']",large-support,True,True,g,large-support,5e0e0edbd8e24ee026fbe51d,2,1,3,1,1,0,0,False,0,0,3,0,0,0,2
[],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,0,1,2,0,0,0,0,[],future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe521,1,0,2,0,0,0,0,[],large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe520,2,1,3,0,0,0,0,False,0,0,1,1,0,0,99
[],future-donkey,False,True,g,future-donkey,1,0,2,0,0,0,0,['skull'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe524,0,1,2,0,1,0,0,[],large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe523,2,1,3,0,0,0,0,True,0,0,1,2,0,0,99
[],large-support,False,True,g,large-support,2,1,3,0,0,0,0,['skull'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe527,0,1,2,0,1,0,0,['rose'],future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe526,1,0,2,1,0,0,0,False,0,0,1,2,0,0,99
['skull'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,0,1,2,0,1,0,0,['rose'],future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe52a,1,0,2,1,0,0,0,['rose'],large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe529,2,1,3,1,0,0,0,False,0,0,1,2,0,0,99
['rose'],future-donkey,False,True,g,future-donkey,1,0,2,1,0,0,0,"['skull', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe52d,0,1,2,1,1,0,0,['rose'],large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe52c,2,1,3,1,0,0,0,True,0,0,1,3,0,0,99
['rose'],future-donkey,False,True,g,future-donkey,1,0,2,1,0,0,0,"['skull', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe530,0,1,2,1,1,0,0,['rose'],large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe52f,2,1,3,1,0,0,0,True,1,4,2,0,1,2,99
['rose'],large-support,False,True,g,large-support,2,1,3,1,0,0,0,"['skull', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe533,0,1,2,1,1,0,0,['rose'],future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe532,1,0,2,1,0,2,0,False,3,4,2,0,2,0,99
"['skull', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,0,1,2,1,1,0,0,['rose'],future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe536,1,0,2,1,0,2,0,['rose'],large-support,True,True,g,large-support,5e0e0edbd8e24ee026fbe535,2,1,3,1,0,0,0,False,3,4,2,0,2,0,99
['rose'],future-donkey,False,True,g,future-donkey,1,0,2,1,0,2,0,"['skull', 'rose']",ai,True,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe539,0,1,2,1,1,0,0,['rose'],large-support,True,True,g,large-support,5e0e0edbd8e24ee026fbe538,2,1,3,1,0,0,0,True,3,4,2,0,1,3,99
['rose'],future-donkey,False,True,g,future-donkey,1,0,2,1,0,3,0,"['skull', 'rose']",ai,True,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe53c,0,1,2,1,1,0,0,['rose'],large-support,True,True,g,large-support,5e0e0edbd8e24ee026fbe53b,2,1,3,1,0,0,0,True,0,0,3,0,0,0,1
[],future-donkey,False,True,g,future-donkey,1,0,2,1,0,2,0,"['skull', 'rose']",ai,True,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe53f,0,1,2,1,1,0,0,['rose'],large-support,True,True,g,large-support,5e0e0edbd8e24ee026fbe53e,2,1,3,1,0,0,0,True,0,0,3,0,0,0,0
[],future-donkey,False,True,g,future-donkey,1,0,2,1,0,1,0,['skull'],ai,True,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe542,0,1,2,1,1,0,0,['rose'],large-support,True,True,g,large-support,5e0e0edbd8e24ee026fbe541,2,1,3,1,0,0,0,True,0,0,3,0,0,0,2
[],future-donkey,False,True,g,future-donkey,1,0,2,0,0,0,1,[],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe545,0,1,2,0,0,0,0,[],large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe544,2,1,3,0,0,0,0,True,0,0,1,2,0,0,99
[],large-support,False,True,g,large-support,2,1,3,0,0,0,0,[],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe548,0,1,2,0,0,0,0,['rose'],future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe547,1,0,2,1,0,0,1,False,0,0,1,1,0,0,99
[],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,0,1,2,0,0,0,0,['rose'],future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe54b,1,0,2,1,0,0,1,['skull'],large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe54a,2,1,3,0,1,0,0,False,0,0,1,2,0,0,99
['rose'],future-donkey,False,True,g,future-donkey,1,0,2,1,0,0,1,['rose'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe54e,0,1,2,1,0,0,0,['skull'],large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe54d,2,1,3,0,1,0,0,True,0,0,1,2,0,0,99
['skull'],large-support,False,True,g,large-support,2,1,3,0,1,0,0,['rose'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe551,0,1,2,1,0,0,0,"['rose', 'rose']",future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe550,1,0,2,2,0,0,1,False,0,0,1,2,0,0,99
['rose'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,0,1,2,1,0,0,0,"['rose', 'rose']",future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe554,1,0,2,2,0,0,1,"['skull', 'rose']",large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe553,2,1,3,1,1,0,0,False,0,0,1,2,0,0,99
"['rose', 'rose']",future-donkey,False,True,g,future-donkey,1,0,2,2,0,0,1,"['rose', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe557,0,1,2,2,0,0,0,"['skull', 'rose']",large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe556,2,1,3,1,1,0,0,True,0,0,1,3,0,0,99
"['rose', 'rose']",future-donkey,False,True,g,future-donkey,1,0,2,2,0,0,1,"['rose', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe55a,0,1,2,2,0,0,0,"['skull', 'rose']",large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe559,2,1,3,1,1,0,0,True,1,6,2,0,1,2,99
"['skull', 'rose']",large-support,False,True,g,large-support,2,1,3,1,1,0,0,"['rose', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe55d,0,1,2,2,0,0,0,"['rose', 'rose']",future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe55c,1,0,2,2,0,2,1,False,3,6,2,0,1,6,99
"['skull', 'rose']",large-support,False,True,g,large-support,2,1,3,1,1,6,0,"['rose', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe560,0,1,2,2,0,0,0,"['rose', 'rose']",future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe55f,1,0,2,2,0,2,1,False,0,0,3,0,0,0,2
['skull'],large-support,False,True,g,large-support,2,1,3,1,1,5,0,"['rose', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe563,0,1,2,2,0,0,0,"['rose', 'rose']",future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe562,1,0,2,2,0,2,1,False,0,0,3,0,0,0,2
[],large-support,False,True,g,large-support,2,1,2,0,0,0,0,[],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe566,0,1,2,0,0,0,0,[],future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe565,1,0,2,0,0,0,1,False,0,0,1,2,0,0,99
[],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,0,1,2,0,0,0,0,[],future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe569,1,0,2,0,0,0,1,['rose'],large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe568,2,1,2,1,0,0,0,False,0,0,1,2,0,0,99
[],future-donkey,False,True,g,future-donkey,1,0,2,0,0,0,1,['rose'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe56c,0,1,2,1,0,0,0,['rose'],large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe56b,2,1,2,1,0,0,0,True,0,0,1,2,0,0,99
['rose'],large-support,False,True,g,large-support,2,1,2,1,0,0,0,['rose'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe56f,0,1,2,1,0,0,0,['rose'],future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe56e,1,0,2,1,0,0,1,False,0,0,1,1,0,0,99
['rose'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,0,1,2,1,0,0,0,['rose'],future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe572,1,0,2,1,0,0,1,"['rose', 'skull']",large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe571,2,1,2,1,1,0,0,False,0,0,1,3,0,0,99
['rose'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,0,1,2,1,0,0,0,['rose'],future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe575,1,0,2,1,0,0,1,"['rose', 'skull']",large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe574,2,1,2,1,1,0,0,False,1,4,2,0,1,2,99
['rose'],future-donkey,False,True,g,future-donkey,1,0,2,1,0,0,1,['rose'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe578,0,1,2,1,0,2,0,"['rose', 'skull']",large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe577,2,1,2,1,1,0,0,True,3,4,2,0,2,0,99
"['rose', 'skull']",large-support,False,True,g,large-support,2,1,2,1,1,0,0,['rose'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe57b,0,1,2,1,0,2,0,['rose'],future-donkey,True,True,g,future-donkey,5e0e0edbd8e24ee026fbe57a,1,0,2,1,0,0,1,False,3,4,2,0,1,3,99
['rose'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,0,1,2,1,0,2,0,['rose'],future-donkey,True,True,g,future-donkey,5e0e0edbd8e24ee026fbe57e,1,0,2,1,0,0,1,"['rose', 'skull']",large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe57d,2,1,2,1,1,3,0,False,4,4,2,0,2,0,99
"['rose', 'skull']",large-support,False,True,g,large-support,2,1,2,1,1,3,0,['rose'],ai,True,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe581,0,1,2,1,0,2,0,['rose'],future-donkey,True,True,g,future-donkey,5e0e0edbd8e24ee026fbe580,1,0,2,1,0,0,1,False,4,4,2,0,1,4,99
"['rose', 'skull']",large-support,False,True,g,large-support,2,1,2,1,1,4,0,['rose'],ai,True,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe584,0,1,2,1,0,2,0,['rose'],future-donkey,True,True,g,future-donkey,5e0e0edbd8e24ee026fbe583,1,0,2,1,0,0,1,False,0,0,3,0,0,0,2
[],large-support,False,True,g,large-support,2,1,1,0,0,0,0,[],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe587,0,1,2,0,0,0,0,[],future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe586,1,0,2,0,0,0,1,False,0,0,1,2,0,0,99
[],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,0,1,2,0,0,0,0,[],future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe58a,1,0,2,0,0,0,1,['rose'],large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe589,2,1,1,1,0,0,0,False,0,0,1,1,0,0,99
[],future-donkey,False,True,g,future-donkey,1,0,2,0,0,0,1,['skull'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe58d,0,1,2,0,1,0,0,['rose'],large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe58c,2,1,1,1,0,0,0,True,0,0,1,2,0,0,99
['rose'],large-support,False,True,g,large-support,2,1,1,1,0,0,0,['skull'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe590,0,1,2,0,1,0,0,['rose'],future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe58f,1,0,2,1,0,0,1,False,0,0,1,1,0,0,99
['skull'],ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,0,1,2,0,1,0,0,['rose'],future-donkey,False,True,g,future-donkey,5e0e0edbd8e24ee026fbe593,1,0,2,1,0,0,1,"['rose', 'skull']",large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe592,2,1,1,1,1,0,0,False,0,0,1,2,0,0,99
['rose'],future-donkey,False,True,g,future-donkey,1,0,2,1,0,0,1,"['skull', 'rose']",ai,False,False,g,zvrpV1PG29Pf7CJJAAAB,5e0e0edbd8e24ee026fbe596,0,1,2,1,1,0,0,"['rose', 'skull']",large-support,False,True,g,large-support,5e0e0edbd8e24ee026fbe595,2,1,1,1,1,0,0,True,0,0,1,2,0,0,99
